,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
10,0.004430324,1.0,2.0861626e-07,0.96700674,0.9996782,0.0011720061,0.9999998,1.7881393e-07,3.9428473e-05,0.0019166172,0.99898195,0.9999914,2.9802322e-08,0.0,0.77484846,0.9999378,0.13157275,0.9494549,0.71475387,0.0,0.92670435,0.015499532,0.9923177,0.23763889,0.4898633,3.33786e-05,0.99076414,0.60696363,0.96997464,1.0,0.0,1.0,0.00074502826,7.468462e-05,0.69751024,0.04089895,0.0,0.0070543587,0.32500976,0.5451822,0.99975944,0.03327349,0.017970651,0.18379772,0.99994874,0.54878616,0.9639567,0.99979854,1.8775463e-06,1.0,0.9987037,0.06642887,0.46758127,0.050251245,0.99995255,0.960007,0.99996626,1.0,0.009145647,0.7252249,0.0014184117,0.00025686622,0.13713393,0.9633527,0.0,0.00028204918,0.09048921,0.123435825,0.0001039207,0.0,0.00043946505,0.0031748116,0.99999964,0.0043595433,0.74831367,1.0,0.8134672,0.42530382,0.0056059062,0.8980509,0.008874953,0.0011819899,0.4150102,0.07675144,0.5073687,0.055079967,4.172325e-07,0.6048777,0.9999908,0.54390395,0.30333143,0.52912885,0.0,0.98869264,5.9604645e-08,0.4683722,0.999998,1.0,0.94807285,0.87798834,0.40573105
11,0.9589542,0.98683786,0.9577898,4.9740076e-05,0.05097875,0.2003892,0.93348545,0.15004805,0.00045791268,0.018859625,0.84801626,0.604108,0.0019494295,0.43477827,0.530576,0.07372984,0.0001591444,0.059494466,0.083103836,0.9997972,0.0029770732,0.032354534,0.5422495,0.1329844,0.9886292,0.74708617,0.08015871,0.99891424,0.36421886,0.6501204,0.67744786,0.5357345,0.815719,0.010097116,0.03526327,0.99972224,0.52579767,0.6618244,0.78039706,0.71386194,0.98155487,0.976846,0.9394648,0.41552296,6.92904e-05,0.31252354,0.008030832,0.4224375,0.00017178059,0.60287464,0.99732006,0.37052643,0.13675228,0.0033681989,0.8289037,0.02445966,0.99704397,0.6194971,0.58215487,0.7130642,0.008620113,0.999856,0.975912,0.99958456,0.00033813715,0.96536547,0.016744673,0.92190397,0.06530991,0.88641226,0.09329265,0.6457544,0.43298227,3.015995e-05,0.008580983,0.3732959,0.12254882,0.9975976,0.001861304,0.998936,0.4844157,0.50874317,0.04949391,0.8605964,0.006256938,0.9020889,0.36062628,0.4939057,0.99350774,0.998316,0.900994,0.21659464,0.12662777,0.41966248,0.13265339,0.015103817,0.39048907,0.17997062,0.19446197,0.8188791,0.5554905
12,0.2662636,0.76588714,0.19382238,0.9316479,0.038050473,2.115965e-06,0.064169705,0.033325374,0.014979064,0.99978554,0.7619171,0.0007998347,0.6539066,0.9229798,0.5009824,0.6672994,0.897483,0.7705895,0.58551896,0.9999926,0.54951054,0.987388,0.07797244,0.019985437,0.28629997,0.2209464,0.9824363,0.9999993,0.09456223,0.9999629,0.41965377,0.91634256,0.18852064,0.17006636,0.87971926,0.87187576,0.5534374,0.6093747,0.04224333,0.9111667,0.00022110343,0.012623876,0.87113214,0.2678094,0.94655627,0.86795425,0.23107126,0.18300214,0.0005559325,0.5557277,0.99199855,0.9910339,0.46715975,0.16615811,0.72341937,0.07631293,0.0011088848,0.86613286,0.08393523,0.43482378,0.09949157,0.7974582,0.008328319,0.9796535,0.6245497,0.005737424,0.9584055,0.52393985,0.20338613,0.9993604,0.9223516,0.099060535,0.9953258,0.5650257,0.67889756,0.0151234865,0.1913979,0.6285137,0.0028876364,0.19480225,0.070801735,0.0042060018,0.9888308,0.0017008483,0.023966849,0.9114214,0.029233605,0.95971215,0.9091433,0.63035643,0.9391451,0.7025676,0.0015311241,0.65904135,0.30179444,0.6715949,0.77563417,0.8198943,0.65624404,0.39345446,5.9604645e-08
13,0.00026622415,0.9551226,0.14782095,0.17237535,0.8288766,0.16811007,0.98742485,0.7803985,0.16695371,0.6764563,0.09497711,0.3211321,0.12508705,0.06925821,0.7010644,0.39961728,0.9522377,0.5860097,0.004982859,0.99481726,0.63124955,0.9750088,0.36667496,0.659602,0.5971357,0.15470701,0.11159322,0.8657775,0.92381895,0.2496024,0.0019772649,0.12368843,0.17138442,0.81941825,0.13340408,0.17535558,0.9678836,0.13882843,0.71614355,0.4668185,0.41865784,0.7575153,1.168251e-05,0.013638854,0.8375143,0.014857531,0.043173462,0.007577628,0.033153236,0.38514903,0.98267305,0.3428187,0.31338036,0.7596333,0.52411914,0.6405138,0.019040555,0.93961644,0.885001,0.6280465,0.16247815,0.9450482,0.34514338,0.44288388,0.768963,0.5972833,0.4962918,0.06515467,0.09975943,0.9880269,0.15308818,0.2725919,0.9351772,0.3347838,0.71108365,0.054484397,0.6512872,0.8319738,0.6032394,0.069966584,0.372925,0.067578614,0.054905683,0.95612407,0.7888,0.8839979,0.05647272,0.47676623,0.14099368,0.012855709,0.10236478,0.073967725,0.14390126,0.06559786,0.9912205,0.9626863,0.00050988793,0.98440695,0.9342284,0.66948974,0.0
14,0.8420221,0.99999875,0.032375485,8.431077e-05,0.9986578,0.556932,0.9999989,9.4771385e-06,1.4901161e-07,0.997259,0.0011162162,1.0,0.0,0.019764334,0.9999998,0.78992826,1.0,0.0011848211,0.004153639,1.0,0.89005184,1.0,0.0028233826,0.8058536,1.3411045e-06,0.012918264,0.99929214,0.0,0.07772687,0.90705407,1.0,7.0244074e-05,0.0013761818,0.9906522,0.42948452,0.40691683,0.99999875,2.2679567e-05,1.0,0.99840164,0.42681676,0.99918,0.0,0.039030105,0.0,0.0037041903,0.010261208,0.681592,0.099684566,1.0,0.8415656,0.20017731,2.9802322e-08,0.0062233806,0.0,0.9999925,0.35309833,0.41575092,0.18530867,0.9923605,0.5054552,0.999966,0.81288934,0.0,1.0,0.098674804,0.09156373,0.7415322,0.12377456,0.0,0.90368587,0.8749894,0.0,0.0,0.0022680461,0.99020386,0.9725524,0.99935424,1.0,0.99908495,0.855343,2.2023916e-05,1.0,0.73609257,0.00037837029,0.6377691,0.1891278,0.0,1.0,1.0,0.022648185,1.0,0.00050613284,0.99084646,5.275011e-06,8.970499e-06,0.9683902,0.1585972,3.325939e-05,0.8254645,0.47941732
15,0.0,1.0,0.00027564168,0.99988747,0.9554625,0.99131835,0.9998039,0.9151931,1.0,0.0,0.31172675,0.9687154,4.708767e-06,1.2218952e-06,0.6114723,0.92725384,0.31911632,0.0,0.99208635,0.9948944,0.8756331,0.2844143,2.413988e-06,0.52005863,1.0,1.0,0.025545865,0.99999917,0.009724736,0.0898034,0.9999992,0.9890684,0.20977244,0.7550703,0.029175818,0.8905269,3.5762787e-07,0.023023903,0.99999577,0.77741104,0.8134627,0.0144715905,0.0,2.682209e-05,0.00050005317,0.09802839,0.99998343,0.9601097,0.0,0.18679968,0.0003902018,0.08078766,0.999964,0.9799038,0.0,0.00043535233,0.9999932,0.20786881,0.9936888,0.036280274,0.5142921,0.9997779,0.03949228,8.940697e-08,0.18475986,0.467754,0.99999785,0.95317125,1.2308359e-05,1.0430813e-06,1.0,0.046420068,1.0,0.94715774,0.1166935,1.0,0.057050914,0.00020468235,0.8505943,0.90369034,0.9946276,0.21414301,0.9482898,0.8149338,0.0,1.4901161e-07,1.0,1.0,1.0,7.0929527e-06,0.87032807,0.0,0.032646745,0.0,1.0,0.9989995,0.051830143,0.01575905,0.99986434,0.035191238,0.93327236
16,0.7394601,0.00029343367,0.9822235,0.59961057,0.0027774274,0.08269808,0.0018495917,0.14896101,0.22088909,0.78885305,0.98821,0.5728707,0.27765736,0.9182935,0.84793067,0.109039396,0.34415638,0.097717196,0.6323385,0.046432197,0.25543308,0.9210389,0.26043683,0.10626575,0.97737825,0.3117243,0.10104233,0.66807425,0.8116722,0.5791243,0.2799893,0.2343944,0.3690376,0.008250475,0.4524344,0.16954389,0.6297201,0.75920177,0.4266141,0.010371745,0.8658828,0.9058324,0.7039229,0.35672295,0.564796,0.36469656,0.39509517,0.9089824,0.06483173,0.6504393,0.2273049,0.07787022,0.29100537,0.9007921,0.17572215,0.05844596,0.66016674,0.8753566,0.47764423,0.8039962,0.9907002,0.29374945,0.87722695,0.013445705,0.55082387,0.89152825,0.81812847,0.117060155,9.000301e-05,0.76868033,0.45957857,0.9838562,0.99565923,0.1584642,0.36949527,0.47796455,0.50193864,0.006367475,0.18825802,0.26481068,0.5982754,0.025262296,0.7975378,0.44581366,0.1577881,0.0049808025,0.51568806,0.7166636,0.90773344,0.24244991,0.24744844,0.047394454,0.8919668,0.50182426,0.0012727976,0.10586101,0.48297554,0.5394016,0.5612373,0.9393201,0.0
17,0.43988493,0.07124114,0.7474406,0.22839499,0.008937329,0.7005658,0.7371174,0.9151226,0.3747667,0.002658695,0.687985,0.2736053,0.9915434,0.9970749,0.9705522,0.0043359995,0.39621547,0.45918256,0.9457365,0.16423696,0.027247459,0.06394023,0.19164199,0.101738304,0.2612989,0.21289024,0.11705086,0.18753365,0.35410804,0.023990035,0.9853101,0.13857847,0.797469,0.50256497,0.33066025,0.021999031,0.7498983,0.21514642,0.9748286,0.003907174,0.7923045,0.038939357,0.63742644,0.9997115,0.5707886,0.8417121,0.49081293,0.538687,0.061877728,0.71145344,0.6497931,0.013452411,0.94998026,0.9678043,0.14592579,0.8207726,0.85727644,0.9693238,0.5162005,0.617319,0.9782995,0.027118415,0.08537111,0.9945394,0.6939237,0.9724333,0.8661177,0.22385573,0.16867238,0.28696397,0.24230072,0.16245437,0.8888303,0.17314267,0.963403,0.09461978,0.7081858,0.0078755915,0.013886631,0.81472284,0.15102458,0.053017378,0.57372224,0.7651733,0.63680613,0.5661706,0.12217474,0.030751735,0.9380934,0.0062818527,0.92535895,0.12144762,0.1297946,0.09355718,0.94175076,0.8192878,0.4636994,0.6643904,0.020589948,0.8019137,0.0
18,0.7825414,0.95972407,0.034667373,0.9803346,0.9788455,0.6870734,0.28313258,0.7780602,0.8381634,0.1162796,0.98711026,0.51246244,0.89538425,0.9635899,0.17280611,0.26330388,0.5868979,0.50680035,0.6902524,0.96482545,0.021277398,0.13476011,0.38817343,0.97981894,0.9935112,0.6126392,0.3291747,0.9924351,0.95960444,0.9040497,0.0053732395,0.3431672,0.06056997,0.49937597,0.66226095,0.03105095,0.89364994,0.174052,0.98806906,0.08657533,0.58906204,0.972986,0.65467507,0.9847626,0.2578452,0.014751762,0.98623896,0.23573041,0.039892793,0.18763694,0.15544647,0.01568371,0.6689835,0.90486,0.87722075,0.5168863,0.8752216,0.70241916,0.8416641,0.97555035,0.0008595288,0.13914296,0.4660796,0.007402748,0.0001758337,0.41504705,0.6359587,7.870793e-05,0.2203106,0.9343502,0.74175495,0.24460897,0.96844125,0.27027014,0.10362041,0.2185187,0.78688455,0.93333745,0.116856694,0.6070544,0.999244,0.18109465,0.6853845,0.71450365,0.11563164,0.9295164,0.5840697,0.28590086,0.9513138,0.64709353,0.96305573,0.16688567,0.040035367,0.60445553,0.29066962,0.54090637,0.9813652,0.0039484203,0.24429747,0.80876195,0.0
19,1.6391277e-06,0.999653,1.4901161e-06,0.94641006,0.04421079,0.78839815,0.9768053,1.0,1.0,0.0017004311,0.3586985,0.12232828,0.15666372,0.6164323,0.61690915,0.03872192,1.0,0.6503957,1.0,0.015841633,0.56311035,0.8268883,0.52066714,0.00038468838,0.5705078,0.6921729,0.9999958,0.0011691153,0.9999999,0.05593723,0.15270981,0.9497106,0.6690614,0.9964428,0.6638795,0.0,0.0,0.99970603,1.0,0.0,0.08847079,0.0029366016,0.28297704,0.9978311,0.9362121,0.9407534,0.18059006,0.0006482303,0.9999347,7.0929527e-06,0.9028648,0.17253703,0.93817407,0.007306576,0.61730003,0.9656385,0.9999999,0.99997246,2.0861626e-07,0.9983437,0.0,6.851554e-05,0.5519115,9.149313e-06,0.19776848,0.9999647,0.4038098,0.4805337,0.969161,0.0028432906,0.99994934,0.97621715,0.0,1.0,0.22290856,0.0006454885,0.9606372,0.0003490448,0.86115265,0.0045748353,0.9860612,1.0,0.9925294,0.10372302,0.95896477,0.7685107,0.74323547,0.013301581,0.0,0.16916665,1.2218952e-06,0.054401338,0.9918075,0.007504314,0.31008387,0.0012160242,2.0861626e-07,0.94146764,0.99972975,0.15859622,0.17766377
20,0.8058963,0.3494836,0.902022,0.72850955,0.06068343,0.9881773,0.022078514,0.08185062,0.40948382,0.13506368,0.7489169,0.4714466,0.04944831,0.39746347,0.44546875,0.46494406,0.8794533,0.89210165,0.501003,0.34806985,0.5152903,0.45321673,0.94966006,0.3078451,0.94016373,0.13885584,0.7973761,0.37792045,0.6868414,0.89776605,0.02955237,0.18727797,0.05879435,0.026017845,0.098226905,0.09903389,0.9095204,0.24046597,0.38617557,0.9952465,0.8308387,0.33917016,0.989249,0.18804395,0.99233246,0.91011584,0.66311073,0.41237897,0.06679711,0.17814639,0.27639276,0.02588281,0.24643695,0.12238613,0.5394997,0.61510414,0.31843248,0.8747342,0.35220358,0.016294211,0.76353765,0.0235565,0.020618975,0.1168271,0.582193,0.070005655,0.55817616,0.20021266,0.9073305,0.9795797,0.74465454,0.8059981,0.9520626,0.8560407,0.5724289,0.30077937,0.0980362,0.85427046,0.08683172,0.3124772,0.43616542,0.13589478,0.2540478,0.3620524,0.57035613,0.18919352,0.2345612,0.09523222,0.3599667,0.5537392,0.80317116,0.98680055,0.99401796,0.1885204,0.21896249,0.30525964,0.5178455,0.49599993,0.06035772,0.23908255,0.0
21,0.015823632,0.9830769,0.99896455,0.2237696,0.9735145,0.9332512,1.6093254e-05,3.2782555e-07,0.31559303,0.2901207,0.99999857,0.22909075,0.0014155507,0.025106192,0.82426697,0.6363769,0.31939685,3.874302e-07,0.2953421,0.294983,1.0,0.0030600429,0.9537126,0.8620033,0.0,0.9970247,0.9696054,3.6895275e-05,0.96338713,0.0027273,0.9244963,0.96838593,0.0,0.0006403625,0.010033697,0.73101634,0.9999997,0.73495847,0.5569578,2.9802322e-08,0.8360181,0.99998575,0.0,0.040858,0.52572715,0.99988765,0.47445926,0.32026964,0.99503255,0.0,0.000456661,0.59120494,0.9999959,0.59468937,0.07387057,2.9802322e-08,0.07346532,0.95499617,0.9999665,0.0017169118,0.651301,0.7561487,8.666515e-05,0.6813887,0.9991065,2.9802322e-07,0.0017502606,0.16124055,0.01448819,0.66218245,0.67579496,0.97565204,0.7013838,0.21388671,0.00015613437,0.008254021,0.99232984,0.9281332,0.46982345,0.02649036,0.9986684,0.000104278326,0.16243282,0.74395645,0.16803777,0.1087423,1.0,0.9921493,0.3355941,0.00052168965,0.000312984,0.2687316,0.11073464,0.9999968,1.0,0.7809849,0.87728596,0.97659576,0.0045164824,0.948841,0.66826653
