,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,0.11116356,0.59423625,0.32057443,0.07422614,0.10131779,0.031235874,0.48608443,0.070774496,0.96276414,0.9123229,0.46362087,0.45935112,0.29563576,0.0027247965,0.11992562,0.9992844,8.940697e-08,0.51373976,0.8336822,0.000115484,0.870386,0.121367246,0.55277723,0.0030517578,0.48279533,0.1296292,0.018532366,0.0010942221,0.37075675,0.008526921,0.859563,0.14199883,0.71269697,0.055962533,0.0038496256,0.89511275,0.99999964,0.6793445,0.46596837,0.023134321,0.1693806,0.18764529,0.9999675,0.96164274,0.046470612,0.77198637,0.19300368,0.00062069297,0.023877889,0.27230325,0.99533224,0.84064376,0.8609346,0.97539043,0.5758817,0.88917506,0.81504154,0.9721848,0.8554704,0.83867717,0.86890256,0.55927825,0.23618603,0.99959564,0.676105,0.8764546,0.36961803,0.8799377,0.26906437,0.24803981,0.018429995,0.82576793,0.9999217,0.83218664,0.095011055,0.012477815,0.031988382,0.100044996,0.05822289,0.44053626,0.9364871,0.009326547,0.4407252,0.6912399,0.31705454,0.8886776,0.9995998,0.7169653,0.5126976,0.92698264,0.0017512739,0.9446249,0.95017016,0.0022408664,0.8299689,0.94325715,0.8436122,0.009909451,0.41498128,0.47211725,0.15681517
1,0.99537903,0.3617655,0.0014766455,0.25012803,0.16982877,0.29330385,0.00415805,0.32255855,0.91433275,0.091097146,0.27498922,0.99903446,0.0005262792,0.01623106,0.42964733,0.13504806,0.0053312182,0.90920484,0.25799513,1.0,0.9999136,0.9516264,0.14537373,0.93982047,0.0026272535,0.0010252595,0.015452206,0.84452116,0.005096078,0.27496678,0.9968914,0.94469666,0.84457225,0.99741167,0.5684929,0.83998096,0.0007650554,0.7597608,0.001393944,0.8522257,0.8893809,0.2951309,0.8578502,0.9851457,0.96931446,0.16110444,0.5258828,0.039215058,0.9645705,0.00043469667,0.92497075,0.5094552,0.0001399219,0.0032074451,0.31226152,1.758337e-05,0.46903816,0.78853166,0.10084659,0.69908243,0.11729097,2.0802021e-05,0.85575736,0.7211636,0.0034658313,0.97476435,0.06937513,0.20811906,0.07812458,0.99810684,0.9983463,0.94040465,0.99985075,0.01793176,0.00767532,0.9998238,0.12874138,0.31679347,0.8059144,0.022779137,0.9670774,0.18684235,0.08710548,0.97169924,0.75971794,0.015362531,0.721812,0.14546865,0.9741425,0.5990084,0.45807412,0.17355347,0.059534162,0.42145845,0.096473426,0.58578163,0.17879248,0.112864226,0.4875357,0.03547427,0.35254434
2,0.5025859,0.11173341,0.773323,0.31111273,0.9875757,0.6294322,0.70226127,0.026579738,0.4615104,0.38368174,0.5913532,0.15636331,0.3697284,0.14830881,0.5408016,0.9889051,0.7921219,0.20005146,0.7946291,0.06576088,0.6341957,0.20182645,0.9954167,0.3901816,0.51179373,0.5824012,0.9139966,0.99584985,0.77750933,0.11477077,0.9877087,0.48168308,0.3472132,0.7364625,0.97015005,0.82369554,0.99815774,0.8707417,0.04279518,0.07557362,0.86427224,0.063560456,0.6613104,0.045241535,0.5640816,0.9838846,0.61772513,0.35370582,0.33535448,0.46787107,0.31736416,0.23995376,0.29143122,0.20899132,0.19054091,0.995284,0.0023907423,0.9396776,0.99811274,0.8289769,0.9877586,0.78563833,0.9793292,0.013679206,0.99996567,0.8264416,0.31909293,0.5064593,0.1431514,0.99992955,0.8532564,0.30093235,0.2055136,0.2713952,0.08221522,0.23212674,0.90525895,0.122793645,0.698918,0.1440514,0.91339755,0.18680316,0.90668297,0.7642801,0.32345992,0.3724745,0.0027638078,0.09027645,0.22605315,0.86925,0.36214298,0.18643016,0.29856515,0.4645755,0.70930845,0.99998873,0.53784484,0.124171585,0.93127286,0.97246623,0.0
3,0.9241488,0.88668954,0.6071535,0.39475736,0.9956125,0.34082806,0.75341976,0.71173203,0.21497723,0.1797314,0.062308133,0.6731514,0.49654207,0.15339953,0.33730868,0.97742784,0.08667612,0.044459373,0.5535368,0.0010500848,0.27725834,0.6797621,0.5864599,0.9809352,0.18373677,0.1097222,0.998296,0.9923693,0.76148903,0.37468967,0.76907647,0.23384064,0.5803766,0.48843786,0.46756,0.040276915,0.13758835,0.7018613,0.5116593,0.64142907,0.3143041,0.83916426,0.7126059,0.97253335,0.81045175,0.12790182,0.35842225,0.09813738,0.1745497,0.777041,0.97463036,0.6103334,0.08210766,0.9988396,0.8280789,0.058683038,0.030411571,0.6709186,0.3848369,0.9271832,0.027691185,0.8883654,0.30934668,0.51161516,0.013315976,0.042193502,0.15783155,0.20397842,0.7929108,0.9667319,0.027270615,0.24040559,0.21430823,0.21867713,0.0023759007,0.22584105,0.9648689,0.0019399822,0.99179924,0.1561799,0.0847314,0.0096488,0.51859677,0.94120586,0.9394849,0.84494174,0.8370868,0.55666506,0.846596,0.5241982,0.059522927,0.78781176,0.37678468,0.25407124,0.013946265,0.50121206,0.18488389,0.30507421,0.00023669004,0.99450725,0.0
4,0.81058115,0.13424242,0.4020902,0.0039800406,0.9130421,0.99911296,0.11294764,0.037249237,0.0150257945,0.9104558,0.9115857,0.3070258,0.64782673,0.4637508,0.69426143,0.90235066,0.19643444,0.16449684,0.35720786,0.12631357,0.16736826,0.3619939,0.06630257,0.40231088,0.023326725,0.49846953,0.9898368,0.042962074,0.054699153,0.49759346,0.7823977,0.28887218,0.46579796,0.7051152,0.17964765,0.10636404,0.043173224,0.9923015,0.76149523,0.012909025,0.022015482,0.51746875,1.6123056e-05,0.8016889,0.07273245,0.10395241,0.9271468,0.3283214,0.11900994,0.006755829,0.131684,0.9866395,0.62573737,0.119356126,0.071811676,0.014323235,0.12140721,0.7865838,0.72231734,0.43297356,0.02937761,0.8977319,0.28656438,3.874302e-06,0.70026135,0.7224322,0.939153,0.22964635,0.024255306,0.47867066,0.08593306,0.039266914,0.83017695,0.29944485,0.25408903,0.5914327,0.7445183,0.65555763,0.42855,0.019136935,0.4161275,0.51942307,0.22128889,0.6989163,0.99536884,0.9209224,0.670514,0.45815524,0.7553151,0.9999992,0.027868152,0.59716547,0.99529797,0.632841,0.0042153895,0.6396682,0.055974633,0.7068259,0.91281044,0.6501049,0.0
5,0.987453,0.61094844,0.024197131,0.62712914,0.95859194,0.36948514,0.67608416,0.062191606,0.91922987,0.36434072,0.83660823,0.0031436086,0.4338107,0.32736695,0.60507095,0.97296274,0.21642947,0.5633675,0.1882849,0.6748275,0.045555025,0.26629764,0.45007783,0.20235443,0.6188265,0.12435475,0.851066,0.00018134713,0.99017185,0.82453275,0.001973778,0.096452415,0.97201246,0.35680282,0.67648107,0.05489686,0.028491646,0.7963493,0.4981197,0.9476851,0.91305155,0.7199539,0.83493364,0.16568735,0.9242066,0.92681205,0.15380055,0.06538144,0.8561313,0.60724664,0.11657068,0.49825412,0.9804058,0.43045396,0.63982004,0.5817062,0.22953668,0.084563494,0.597369,0.99522865,1.0,0.9944954,0.455095,0.7006167,0.87479675,0.09551957,0.28331268,0.41090557,0.67487454,0.9872369,0.17037389,0.5082572,0.717306,0.57692194,0.35537732,0.035453647,0.1325891,0.011818469,0.09965044,0.6350807,0.26056334,0.32666603,0.052048862,0.036058575,0.7759881,0.2467938,0.23247027,0.59815055,0.8424786,0.18694663,0.280483,0.9118136,0.186472,0.89589334,0.9529737,0.9966157,0.5126235,0.7478598,0.012408763,0.61731625,0.0
6,0.8134644,0.43028617,0.28836453,0.36586034,0.07477549,0.85011625,0.2391775,0.0052601695,0.93702817,0.020180285,0.024094522,0.2764246,0.97379285,0.0659799,0.0915817,0.0003387928,0.0015161335,0.38538003,0.15382853,0.15836033,0.27693152,0.32333148,0.43082237,0.14866439,0.21817768,0.846828,0.9801962,0.111429095,0.13119248,0.0033293068,0.30133355,0.40039998,0.7411974,0.30770612,0.187451,0.49832007,0.9941369,0.8679733,0.26304376,0.96639687,0.72219634,0.35316056,0.931074,0.02195087,0.3666715,0.023827106,0.98080087,0.23165679,0.61046284,0.032880366,0.43472162,0.50268203,0.09416291,0.955909,0.15201473,0.9651685,0.9591222,0.11183834,0.7022664,0.9060185,0.95691454,0.6266088,0.9223402,0.048844248,0.096313894,0.03568083,0.14347085,0.994361,0.08143154,0.6314434,0.88091767,0.90652883,0.44904104,0.8979349,0.9479442,0.23680621,0.30421817,0.84610724,0.6961196,0.27083844,0.30898333,0.9896933,0.13404307,0.33389762,0.8400843,0.016945302,0.98087656,0.3571251,0.98180395,0.60629493,0.42450014,0.92597276,0.47297555,0.80372614,0.45854175,0.24261808,0.9904604,0.027143478,0.075231045,0.8106886,0.0
7,0.79776573,0.93540454,0.41209534,0.9074528,0.16605961,0.5774607,0.023715913,0.5665645,0.29812348,0.93214405,0.8480109,0.36612552,0.97608894,0.56262046,0.6150488,0.31221437,0.15772122,0.99998164,0.9451548,0.9857231,0.498934,0.98934424,0.04546076,0.92216206,0.90658116,0.30461878,0.8643598,0.22550267,0.83460575,0.98741776,0.98965025,0.013944387,0.9555846,0.8210244,0.5632691,0.24175695,0.9804013,0.6332929,0.97668535,0.47338903,0.10321596,0.99086696,0.04124275,0.08783227,0.78881025,0.13536808,0.99799013,0.98154163,0.011342347,0.8290142,0.1147933,0.86478233,0.00033318996,0.24712986,0.99373055,0.78222466,0.9426247,0.73001206,0.00051805377,0.9058502,0.85592544,0.37781888,0.7927486,0.14323056,5.981326e-05,0.5763518,0.99992675,0.86139065,3.1292439e-06,0.9056077,0.25757557,0.020860493,1.7106533e-05,0.39877146,0.791182,0.6128642,0.0366472,0.72408295,0.91436565,0.35611576,0.95672953,0.9999765,0.99685305,0.054637104,0.025232524,0.0035250187,0.6568105,0.037370056,0.8559046,2.783537e-05,0.7568567,0.9999756,0.4925687,0.89568293,0.6865862,0.686875,0.77911043,0.95396453,0.99975836,0.90765107,0.31223464
8,0.17155752,0.53432465,2.9802322e-08,0.9546251,0.014362067,0.9999999,0.0005683005,1.0,0.70808583,0.42408472,0.0019861162,0.012707233,0.9999875,0.9290576,0.9999002,0.010814518,0.00072810054,0.6611339,0.7898643,0.5097953,0.0,0.76184833,0.94857526,0.17009303,0.9176274,0.9999944,0.0049369335,0.9996309,0.0008659661,0.99973345,0.99994695,0.0,0.036248267,0.32705158,0.048330486,0.9554734,0.99922746,0.77209127,0.38693714,0.03326112,1.1116266e-05,0.0045262277,0.00076040626,0.8881265,0.022193074,0.39258727,0.011012346,0.2903785,0.9594014,0.9999703,0.8554115,0.0017622113,0.86766565,0.18532002,0.9992143,0.0023690462,0.57143027,0.73098373,0.3802129,0.99390614,0.25384253,0.8732443,0.1992332,0.029533267,0.14577398,0.38362378,0.056660146,0.98151594,0.030433178,0.7417018,0.0045058727,0.92367345,0.14587623,0.8937249,0.15441993,0.98607576,0.8843986,0.99769205,0.10127255,0.40640193,0.107925564,0.74856776,0.20951906,0.572131,0.04111013,0.44799203,0.7795236,0.998626,0.0036919117,0.00021034479,0.009172797,0.69600177,8.159876e-05,0.008454949,0.617225,8.895993e-05,0.00012499094,0.033893794,0.9846486,0.715372,0.93631256
9,0.02059424,0.0964995,0.6472034,0.99999964,0.9960466,0.31003883,0.22615212,0.153638,0.00046488643,0.9555834,0.30894607,0.4545524,0.005461067,0.7856124,0.99761206,0.65382844,0.9958284,0.15203801,0.84390247,0.0012233853,0.33825755,0.24400675,0.94496214,0.01643017,0.95410615,0.6652392,0.012455642,0.21939087,0.2881401,0.12298101,0.82895315,0.31374922,0.25221878,0.9998518,0.9284885,0.12786517,0.8131536,0.86735255,0.9882084,0.39814126,0.9954305,0.9983056,0.6409027,0.038942426,0.062582344,0.238908,0.05665934,0.42486477,0.9903729,0.9919254,0.92012936,0.25040466,0.9426873,0.9975752,0.9876796,0.013511121,0.07599503,0.6139593,0.9991194,0.031563967,0.0039544106,0.32174325,0.9852423,0.9189619,0.031260937,0.9966,0.21029389,0.6751137,0.99720347,0.15966389,0.6975171,8.3863735e-05,0.00013804436,0.99997294,0.061174065,0.21603316,0.89510536,0.56811774,0.068611205,0.99957556,0.44329572,2.9802322e-08,0.17172733,0.99968827,0.68617654,0.47590742,0.0010349154,0.0014823079,0.044447333,0.16120046,0.072282225,0.027494162,0.07845834,0.5384131,0.48918104,0.99969465,0.06887856,0.8939143,0.92788124,0.3631717,0.25870824
